cik,ticker,status,quarters,prices,splits,share_scale_fixed
1400810,HCI,ok,66.0,28.0,7.0,8.0
1400891,IHRT,ok,64.0,26.0,1.0,12.0
1401040,,no v2,,,,
1401257,,no v2,,,,
1401521,,no v2,,,,
1401667,,no v2,,,,
1402829,,no v2,,,,
1403475,,no v2,,,,
1404281,,no v2,,,,
1404644,,no v2,,,,
1404655,HUBS,ok,54.0,1.0,0.0,1.0
1405495,IDCC,ok,69.0,28.0,2.0,0.0
1406587,FOR,ok,66.0,28.0,3.0,0.0
1406666,CALX,ok,65.0,28.0,1.0,0.0
1408075,GPK,ok,66.0,14.0,0.0,0.0
1408100,CIK1408100,ok,64.0,26.0,2.0,0.0
1408534,,no v2,,,,
1408710,FN,ok,64.0,17.0,1.0,0.0
1409171,TITN,ok,65.0,28.0,1.0,0.0
1409375,,no v2,,,,
1409493,,short financials,,,,
1409970,HAPN,ok,64.0,28.0,3.0,0.0
1410098,CRMD,ok,46.0,24.0,5.0,5.0
1410384,QTWO,ok,54.0,28.0,3.0,0.0
1411207,ALSN,ok,62.0,1.0,0.0,0.0
1411342,EFC,ok,28.0,27.0,6.0,0.0
1411579,AMC,ok,54.0,16.0,4.0,0.0
1411685,,no v2,,,,
1411690,,no v2,,,,
1412408,PHR,ok,34.0,27.0,4.0,0.0
1415404,ECHO,ok,69.0,14.0,1.0,6.0
1417663,,no v2,,,,
1418121,APLE,ok,65.0,22.0,2.0,0.0
1418819,IRDM,ok,65.0,28.0,2.0,1.0
1419536,,no v2,,,,
1419612,SEDG,ok,50.0,20.0,0.0,0.0
1419945,,no v2,,,,
1420520,,no v2,,,,
1420720,,no v2,,,,
1420800,ENOV,ok,67.0,18.0,0.0,0.0
1421461,,no v2,,,,
1421517,,no v2,,,,
1422142,,no v2,,,,
1422143,,no v2,,,,
1422930,,no v2,,,,
1423221,NX,ok,66.0,28.0,3.0,0.0
1423689,AGNC,ok,31.0,1.0,0.0,0.0
1423869,,no v2,,,,
1424182,BNL,ok,42.0,24.0,2.0,0.0
1424929,FOXF,ok,58.0,28.0,2.0,0.0
1425205,,no v2,,,,
1425287,,no v2,,,,
1425450,,no v2,,,,
1426800,,no v2,,,,
1428205,,short financials,,,,
1428336,HQY,ok,54.0,28.0,2.0,0.0
1428439,ROKU,ok,42.0,2.0,0.0,0.0
1429260,,no v2,,,,
1429764,,no v2,,,,
1430306,,no v2,,,,
1430723,SFBS,ok,65.0,28.0,3.0,0.0
1431567,,no v2,,,,
1432133,,no v2,,,,
1433195,APPF,ok,49.0,28.0,2.0,0.0
1433270,AR,ok,56.0,24.0,0.0,0.0
1433642,HLNE,ok,37.0,0.0,4.0,0.0
1433660,JBTM,ok,65.0,28.0,4.0,0.0
1434316,,no v2,,,,
1434588,LOPE,ok,67.0,28.0,1.0,0.0
1434621,TREE,ok,65.0,28.0,5.0,0.0
1434647,,no v2,,,,
1434728,,no v2,,,,
1434754,,no v2,,,,
1436126,,no v2,,,,
1436208,,no v2,,,,
1436425,,no v2,,,,
1437071,,short financials,,,,
1437226,,no v2,,,,
1437402,ARDX,ok,43.0,22.0,3.0,0.0
1437578,BFAM,ok,58.0,2.0,0.0,0.0
1437958,CCB,ok,37.0,28.0,3.0,0.0
1438133,TNDM,ok,54.0,23.0,1.0,4.0
1438423,,no v2,,,,
1438472,,short financials,,,,
1438533,TVTX,ok,49.0,24.0,3.0,0.0
1439222,AGIO,ok,54.0,22.0,2.0,0.0
1439288,ZWS,ok,61.0,20.0,2.0,0.0
1439725,,no v2,,,,
1441236,CLW,ok,65.0,28.0,1.0,7.0
1441683,,no v2,,,,
1442236,,no v2,,,,
1443575,,no v2,,,,
1443646,BAH,ok,37.0,4.0,0.0,0.0
1443669,PRLB,ok,62.0,28.0,2.0,0.0
1445305,WK,ok,38.0,28.0,2.0,0.0
1446847,,no v2,,,,
1447028,,no v2,,,,
1447362,,no v2,,,,
1447669,TWLO,ok,45.0,5.0,0.0,0.0
1448431,,no v2,,,,
1448893,ESNT,ok,54.0,2.0,1.0,0.0
1451505,RIG,ok,73.0,1.0,0.0,3.0
1451809,SITM,ok,34.0,27.0,5.0,0.0
1452477,,no v2,,,,
1453687,,no v2,,,,
1454938,TEAD,ok,25.0,20.0,2.0,0.0
1456772,,no v2,,,,
1459200,ALRM,ok,49.0,28.0,2.0,0.0
1459839,SIBN,ok,36.0,28.0,6.0,0.0
1462056,,no v2,,,,
1462120,LOB,ok,49.0,28.0,4.0,2.0
1463972,,no v2,,,,
1464343,ATLC,ok,65.0,26.0,3.0,4.0
1464423,PMT,ok,57.0,28.0,4.0,0.0
1464521,,short financials,,,,
1464790,,no v2,,,,
1465128,STWD,ok,68.0,15.0,0.0,0.0
1465740,,short financials,,,,
1466026,MSBI,ok,46.0,28.0,2.0,0.0
1466085,IRT,ok,62.0,28.0,2.0,4.0
1466593,OTTR,ok,68.0,28.0,3.0,3.0
1467623,DBX,ok,37.0,14.0,0.0,0.0
1467760,ARI,ok,24.0,23.0,1.0,0.0
1468174,H,ok,66.0,12.0,0.0,0.0
1468327,,no v2,,,,
1468328,ADUS,ok,39.0,28.0,3.0,0.0
1468748,,no v2,,,,
1469367,RUN,ok,49.0,27.0,3.0,0.0
1471265,NWBI,ok,70.0,28.0,1.0,0.0
1472012,,no v2,,,,
1472091,,no v2,,,,
1472787,FAF,ok,69.0,28.0,0.0,0.0
1473334,,no v2,,,,
1474098,PEB,ok,38.0,28.0,3.0,0.0
1474432,P,ok,48.0,10.0,0.0,0.0
1474903,,no v2,,,,
1475841,NBHC,ok,64.0,28.0,4.0,0.0
1475922,PRI,ok,65.0,28.0,0.0,0.0
1476034,MCB,ok,42.0,28.0,7.0,0.0
1476045,,no v2,,,,
1476150,TRNO,ok,65.0,28.0,3.0,0.0
1476204,PECO,ok,62.0,1.0,0.0,0.0
1476840,,no v2,,,,
1477081,,no v2,,,,
1477294,ST,ok,66.0,1.0,0.0,0.0
1477449,TDOC,ok,49.0,10.0,0.0,0.0
1477720,ASAN,ok,28.0,22.0,3.0,0.0
1477815,SG,ok,22.0,19.0,1.0,0.0
1478320,ADPT,ok,33.0,18.0,3.0,0.0
1478454,,no v2,,,,
1479094,STAG,ok,60.0,28.0,1.0,0.0
1479681,,no v2,,,,
1481582,RYZ,ok,63.0,28.0,3.0,0.0
1481792,QUAD,ok,65.0,24.0,5.0,0.0
1482512,HPP,ok,66.0,24.0,2.0,0.0
1482981,COCO,ok,23.0,20.0,3.0,0.0
1483934,,no v2,,,,
1484612,,no v2,,,,
1484769,,no v2,,,,
1484778,,no v2,,,,
1486159,CHRD,ok,45.0,21.0,2.0,0.0
1486957,BWXT,ok,66.0,14.0,0.0,2.0
1487952,,no v2,,,,
1488039,,no v2,,,,
1488139,AMRC,ok,65.0,28.0,3.0,0.0
1488813,CUBI,ok,64.0,28.0,1.0,0.0
1488917,,no v2,,,,
1489993,,short financials,,,,
1490281,,no v2,,,,
1490906,CFFN,ok,64.0,28.0,1.0,0.0
1490978,SDGR,ok,30.0,27.0,5.0,0.0
1491419,,no v2,,,,
1492165,,no v2,,,,
1492298,SBRA,ok,62.0,28.0,2.0,0.0
1492691,KNX,ok,65.0,28.0,1.0,3.0
1493225,CIK1493225,ok,61.0,27.0,3.0,0.0
1493594,MTSI,ok,63.0,28.0,1.0,0.0
1493761,,no v2,,,,
1494259,CARG,ok,42.0,28.0,3.0,0.0
1494582,,no v2,,,,
1495240,,no v2,,,,
1495320,,no v2,,,,
1495932,AGNT,ok,56.0,28.0,6.0,0.0
1496443,,no v2,,,,
1497645,,no v2,,,,
1497770,WD,ok,65.0,1.0,0.0,0.0
1498382,,no v2,,,,
1499422,,no v2,,,,
1499832,,no v2,,,,
1500217,AAT,ok,65.0,28.0,2.0,0.0
1500412,,short financials,,,,
1500435,,no v2,,,,
1500881,,no v2,,,,
1501697,,no v2,,,,
1501796,,no v2,,,,
1501989,,no v2,,,,
1502377,,no v2,,,,
1503274,,no v2,,,,
1503584,,no v2,,,,
1503802,,no v2,,,,
1504008,BKU,ok,65.0,26.0,0.0,0.0
1504776,WRBY,ok,24.0,18.0,2.0,0.0
1505155,,no v2,,,,
1505732,,no v2,,,,
1505952,,no v2,,,,
1506251,,no v2,,,,
1506293,PINS,ok,34.0,4.0,1.0,0.0
1507079,FND,ok,42.0,12.0,0.0,1.0
1507605,MARA,ok,52.0,19.0,2.0,0.0
1509261,,no v2,,,,
1509991,KOS,ok,65.0,25.0,3.0,0.0
1511337,RLJ,ok,65.0,28.0,1.0,0.0
1512228,,no v2,,,,
1512499,,no v2,,,,
1512762,,no v2,,,,
1514281,MITT,ok,12.0,9.0,0.0,0.0
1514416,,no v2,,,,
1514705,SXC,ok,65.0,28.0,3.0,0.0
1514991,AMCX,ok,62.0,28.0,3.0,0.0
1515156,,no v2,,,,
1515673,RARE,ok,39.0,8.0,0.0,0.0
1516513,DOCS,ok,25.0,14.0,0.0,0.0
1516551,,no v2,,,,
1516912,OBK,ok,38.0,28.0,5.0,0.0
1517022,AKBA,ok,37.0,17.0,1.0,0.0
1517175,CHEF,ok,65.0,27.0,3.0,2.0
1517228,VISN,ok,52.0,17.0,1.0,7.0
1517302,APAM,ok,58.0,28.0,4.0,0.0
1517375,SPT,ok,30.0,26.0,4.0,0.0
1517413,FSLY,ok,33.0,18.0,3.0,0.0
1518621,,short financials,,,,
1518715,MCHB,ok,61.0,26.0,4.0,0.0
1519401,,no v2,,,,
1519449,SKWD,ok,18.0,14.0,4.0,0.0
1519472,,no v2,,,,
1519751,FBIN,ok,64.0,16.0,0.0,0.0
1520006,MTDR,ok,62.0,26.0,2.0,0.0
1520262,ALKS,ok,64.0,7.0,1.0,0.0
1520358,,no v2,,,,
1520697,ACHC,ok,38.0,28.0,0.0,0.0
1521036,LNTH,ok,50.0,28.0,4.0,0.0
1521951,,no v2,,,,
1522540,MQ,ok,25.0,15.0,3.0,0.0
1524025,,no v2,,,,
1524358,VAC,ok,62.0,28.0,2.0,0.0
1524566,,short financials,,,,
1525221,VTOL,ok,58.0,26.0,3.0,0.0
1525769,PLAY,ok,54.0,1.0,0.0,0.0
1526113,GNL,ok,55.0,28.0,4.0,2.0
1526119,,no v2,,,,
1526243,,short financials,,,,
1526520,TRIP,ok,62.0,28.0,0.0,0.0
1527166,CG,ok,60.0,12.0,1.0,0.0
1527590,RC,ok,50.0,28.0,8.0,0.0
1527599,,no v2,,,,
1527753,,no v2,,,,
1527762,,no v2,,,,
1528115,,no v2,,,,
1528287,,no v2,,,,
1528356,,no v2,,,,
1528396,GWRE,ok,63.0,7.0,0.0,0.0
1528849,RH,ok,62.0,28.0,2.0,0.0
1529274,ALKT,ok,25.0,21.0,5.0,0.0
1529377,,no v2,,,,
1529628,,no v2,,,,
1529864,ENVA,ok,54.0,28.0,3.0,0.0
1530249,,no v2,,,,
1530721,CPRI,ok,63.0,4.0,0.0,0.0
1530804,TROX,ok,61.0,1.0,0.0,0.0
1530950,POST,ok,63.0,28.0,0.0,0.0
1530979,,no v2,,,,
1531031,,no v2,,,,
1531152,BJ,ok,38.0,28.0,1.0,0.0
1531177,,no v2,,,,
1531193,,short financials,,,,
1532286,,no v2,,,,
1533615,,no v2,,,,
1533924,,no v2,,,,
1533998,,no v2,,,,
1534120,,no v2,,,,
1534504,PBF,ok,53.0,27.0,7.0,0.0
1534675,TGLS,ok,54.0,1.0,0.0,0.0
1534969,,no v2,,,,
1535929,VOYA,ok,57.0,20.0,0.0,0.0
1537054,GOGO,ok,58.0,26.0,5.0,13.0
1538263,,no v2,,,,
1538379,IBTA,ok,14.0,9.0,2.0,0.0
1538716,,no v2,,,,
1539638,TFIN,ok,54.0,28.0,2.0,0.0
1540171,,short financials,,,,
1541119,,no v2,,,,
1541401,ESRT,ok,59.0,22.0,1.0,0.0
1544522,FRSH,ok,24.0,14.0,2.0,0.0
1546417,BLMN,ok,62.0,27.0,4.0,0.0
1547459,NGVC,ok,59.0,28.0,6.0,0.0
1547546,,no v2,,,,
1547903,NMIH,ok,56.0,28.0,4.0,0.0
1549346,,no v2,,,,
1549595,NRIX,ok,30.0,24.0,7.0,0.0
1549966,,no v2,,,,
1551306,PGNY,ok,34.0,27.0,6.0,0.0
1552033,TRU,ok,57.0,5.0,0.0,0.0
1552800,,no v2,,,,
1553643,,no v2,,,,
1555279,,no v2,,,,
1556593,RITM,ok,29.0,3.0,0.0,1.0
1556727,,no v2,,,,
1556739,,no v2,,,,
1557746,,no v2,,,,
1557860,,no v2,,,,
1559053,,no v2,,,,
1559865,EVTC,ok,58.0,19.0,3.0,5.0
1560258,,no v2,,,,
1560327,RPD,ok,49.0,28.0,3.0,0.0
1561032,,no v2,,,,
1561894,HASI,ok,58.0,28.0,4.0,0.0
1561921,,no v2,,,,
1562088,DUOL,ok,25.0,18.0,2.0,0.0
1562401,AMH,ok,58.0,11.0,0.0,0.0
1562463,INBK,ok,58.0,23.0,2.0,8.0
1562476,CIK1562476,ok,57.0,27.0,3.0,0.0
1562528,FBRT,ok,54.0,20.0,2.0,1.0
1563190,COMP,ok,26.0,18.0,3.0,0.0
1563411,,short financials,,,,
1563880,,no v2,,,,
1564902,PRKS,ok,58.0,1.0,0.0,0.0
1565687,INTA,ok,24.0,21.0,5.0,0.0
1567094,CNH,ok,20.0,1.0,0.0,0.0
1567683,CWEN,ok,58.0,26.0,3.0,0.0
1567900,,no v2,,,,
1568100,PD,ok,34.0,22.0,2.0,0.0
1568651,OSCR,ok,26.0,17.0,3.0,0.0
1569187,,no v2,,,,
1569345,CXM,ok,25.0,14.0,4.0,0.0
1569650,,no v2,,,,
1569994,,no v2,,,,
1570562,,no v2,,,,
1570827,VCTR,ok,42.0,18.0,2.0,1.0
1571123,SAIC,ok,58.0,28.0,1.0,0.0
1571283,REXR,ok,53.0,27.0,2.0,0.0
1571776,,no v2,,,,
1572334,,no v2,,,,
1572616,,no v2,,,,
1573221,,no v2,,,,
1573516,MUSA,ok,58.0,28.0,2.0,0.0
1574085,,no v2,,,,
1575515,SFM,ok,57.0,28.0,1.0,0.0
1575793,,no v2,,,,
1575965,GLPI,ok,58.0,13.0,0.0,0.0
1576018,SPNT,ok,55.0,1.0,0.0,0.0
1576280,GH,ok,36.0,12.0,2.0,0.0
1576873,,no v2,,,,
1576885,,no v2,,,,
1576940,CCS,ok,52.0,28.0,2.0,0.0
1576942,SFIX,ok,39.0,28.0,3.0,0.0
1577437,,no v2,,,,
1577526,AI,ok,27.0,17.0,3.0,0.0
1577670,LADR,ok,54.0,27.0,3.0,0.0
1578732,,no v2,,,,
1579091,CART,ok,16.0,7.0,0.0,0.0
1579157,,no v2,,,,
1579298,BURL,ok,58.0,12.0,0.0,0.0
1579428,AXSM,ok,17.0,15.0,3.0,0.0
1579684,TDAY,ok,53.0,27.0,1.0,0.0
1579733,VITL,ok,30.0,25.0,5.0,0.0
1579877,OUT,ok,54.0,22.0,5.0,0.0
1580560,FLYW,ok,25.0,21.0,3.0,0.0
1580670,LGIH,ok,54.0,28.0,2.0,0.0
1580808,ATEN,ok,54.0,28.0,5.0,0.0
1580864,,no v2,,,,
1580905,IBP,ok,54.0,28.0,2.0,0.0
1581068,BRX,ok,58.0,28.0,0.0,0.0
1581280,TWST,ok,35.0,28.0,3.0,0.0
1581760,LIF,ok,21.0,9.0,1.0,0.0
1581804,,no v2,,,,
1582313,XENE,ok,34.0,6.0,1.0,0.0
1582961,DOCN,ok,26.0,22.0,4.0,0.0
1583648,,no v2,,,,
1584509,ARMK,ok,55.0,15.0,0.0,0.0
1585364,PRGO,ok,59.0,1.0,0.0,0.0
1585389,SMA,ok,47.0,5.0,1.0,0.0
1587523,KN,ok,53.0,28.0,2.0,0.0
1587732,OGS,ok,37.0,28.0,3.0,0.0
1587987,,no v2,,,,
1588978,PRCT,ok,24.0,19.0,3.0,0.0
1589526,BLBD,ok,52.0,28.0,2.0,0.0
1590364,FTAI,ok,50.0,5.0,1.0,2.0
1590418,,no v2,,,,
1590584,,no v2,,,,
1590714,ESI,ok,51.0,7.0,0.0,0.0
1590715,,no v2,,,,
1590717,CTRE,ok,54.0,28.0,5.0,0.0
1590750,VRDN,ok,52.0,18.0,5.0,4.0
1590877,,no v2,,,,
1590976,,no v2,,,,
1591588,GOLD,ok,57.0,26.0,5.0,0.0
1591670,,no v2,,,,
1591698,PCTY,ok,56.0,26.0,0.0,0.0
1592386,VIRT,ok,49.0,10.0,0.0,0.0
1593275,HG,ok,16.0,1.0,0.0,0.0
1593538,NAVI,ok,53.0,28.0,5.0,0.0
1593899,,no v2,,,,
1593984,,no v2,,,,
1595097,,no v2,,,,
1595248,,no v2,,,,
1595974,MGNI,ok,54.0,24.0,2.0,0.0
1596961,RDNW,ok,38.0,9.0,3.0,0.0
1596967,,short financials,,,,
1596993,LPG,ok,52.0,1.0,0.0,0.0
1597033,SABR,ok,54.0,27.0,3.0,0.0
1597672,RYAM,ok,54.0,26.0,3.0,0.0
1598428,MTUS,ok,53.0,28.0,3.0,0.0
1598646,,no v2,,,,
1598665,,no v2,,,,
1598981,,no v2,,,,
1599298,SMMT,ok,12.0,12.0,1.0,0.0
1599617,DNOW,ok,54.0,28.0,3.0,0.0
1600033,ELF,ok,46.0,28.0,3.0,2.0
1600222,,short financials,,,,
1600620,AUPH,ok,30.0,18.0,2.0,0.0
1600641,,no v2,,,,
1601485,,no v2,,,,
1601548,VVX,ok,38.0,27.0,8.0,0.0
1601830,RXRX,ok,26.0,21.0,7.0,0.0
1602658,,no v2,,,,
1603015,,short financials,,,,
1603454,,no v2,,,,
1603923,WFRD,ok,54.0,3.0,0.0,0.0
1603978,,no v2,,,,
1604028,WMS,ok,53.0,21.0,2.0,0.0
1604464,,no v2,,,,
1604778,QRVO,ok,53.0,8.0,0.0,0.0
1604821,NTRA,ok,50.0,6.0,1.0,0.0
1604868,,no v2,,,,
1605301,,no v2,,,,
1606163,LMB,ok,39.0,14.0,2.0,0.0
1606366,,no v2,,,,
1606757,KE,ok,52.0,28.0,2.0,0.0
1606909,,no v2,,,,
1607678,,short financials,,,,
1607807,,no v2,,,,
1609151,,no v2,,,,
1609253,CRC,ok,51.0,23.0,1.0,0.0
1609550,INSP,ok,38.0,23.0,1.0,0.0
1609804,OEC,ok,34.0,1.0,0.0,0.0
1609809,,no v2,,,,
1610250,BOOT,ok,53.0,27.0,2.0,0.0
1611115,,short financials,,,,
1611547,UE,ok,50.0,28.0,3.0,0.0
1611647,FRPT,ok,58.0,13.0,1.0,1.0
1612630,,no v2,,,,
1612720,,short financials,,,,
1614178,,no v2,,,,
1614806,,no v2,,,,
1615063,,no v2,,,,
1615165,,no v2,,,,
1616000,XHR,ok,38.0,1.0,0.0,0.0
1616533,PENG,ok,44.0,4.0,0.0,0.0
1616543,,no v2,,,,
1616862,AXTA,ok,50.0,1.0,0.0,0.0
1617242,KRNY,ok,52.0,28.0,7.0,0.0
1617406,PK,ok,42.0,1.0,0.0,0.0
1617553,,no v2,,,,
1618673,PFGC,ok,48.0,28.0,2.0,0.0
1618732,NTNX,ok,44.0,0.0,0.0,0.0
1618835,,no v2,,,,
1619762,,no v2,,,,
1619856,,no v2,,,,
1620393,,no v2,,,,
1620459,,no v2,,,,
1620533,SHAK,ok,50.0,28.0,3.0,0.0
1622194,DEA,ok,50.0,28.0,4.0,0.0
1622229,COGT,ok,15.0,18.0,6.0,3.0
1622536,TLN,ok,23.0,5.0,0.0,0.0
1623526,,no v2,,,,
1623925,AM,ok,42.0,27.0,1.0,0.0
1624322,BFST,ok,50.0,28.0,7.0,0.0
1624326,,no v2,,,,
1624794,CSW,ok,49.0,28.0,4.0,0.0
1625101,,no v2,,,,
1625278,,no v2,,,,
1625297,,short financials,,,,
1625641,,no v2,,,,
1626115,PJT,ok,50.0,0.0,2.0,0.0
1626450,,no v2,,,,
1626878,,no v2,,,,
1626971,,no v2,,,,
1627223,CC,ok,50.0,28.0,0.0,0.0
1627475,UPWK,ok,36.0,28.0,2.0,0.0
1628063,,no v2,,,,
1628171,RVMD,ok,19.0,20.0,8.0,0.0
1628369,CWK,ok,38.0,1.0,0.0,0.0
1628908,EVH,ok,38.0,27.0,4.0,0.0
1629019,MBIN,ok,42.0,28.0,8.0,0.0
1630472,,no v2,,,,
1630627,,no v2,,,,
1630805,,no v2,,,,
1631569,,no v2,,,,
1631574,WVE,ok,38.0,1.0,0.0,0.0
1631596,KREF,ok,18.0,18.0,6.0,0.0
1632127,CABO,ok,51.0,27.0,0.0,0.0
1632790,ENR,ok,51.0,28.0,2.0,0.0
1632970,AHR,ok,41.0,9.0,1.0,0.0
1633978,LITE,ok,52.0,25.0,0.0,0.0
1634117,BNED,ok,49.0,1.0,0.0,0.0
1635088,ROIV,ok,24.0,1.0,0.0,0.0
1635282,,no v2,,,,
1636222,WING,ok,50.0,28.0,1.0,0.0
1636282,SYRE,ok,15.0,9.0,1.0,0.0
1636422,,no v2,,,,
1636519,MSGS,ok,47.0,13.0,0.0,0.0
1636639,,no v2,,,,
1636651,,no v2,,,,
1637147,,no v2,,,,
1637207,PLNT,ok,50.0,0.0,0.0,0.0
1637715,,no v2,,,,
1637873,ACVA,ok,26.0,18.0,3.0,0.0
1638290,MCFT,ok,48.0,28.0,3.0,0.0
1638826,TTAN,ok,12.0,2.0,0.0,0.0
1638833,SGRY,ok,49.0,28.0,8.0,0.0
1639300,OLLI,ok,50.0,28.0,0.0,0.0
1639438,CAVA,ok,13.0,7.0,1.0,0.0
1639691,LIVN,ok,54.0,1.0,0.0,0.0
1639723,,short financials,,,,
1639825,PTON,ok,32.0,9.0,0.0,0.0
1639877,,no v2,,,,
1640266,,no v2,,,,
1640428,,no v2,,,,
1641281,,no v2,,,,
1641489,,no v2,,,,
1641614,,no v2,,,,
1641631,,no v2,,,,
1642122,,no v2,,,,
1643615,ONT,ok,30.0,25.0,4.0,0.0
1643953,,no v2,,,,
1644378,,no v2,,,,
1644903,,no v2,,,,
1644963,,no v2,,,,
1645113,NVCR,ok,48.0,2.0,0.0,0.0
1645460,,no v2,,,,
1645469,,no v2,,,,
1646188,,no v2,,,,
1646972,ACI,ok,30.0,7.0,0.0,0.0
1647088,WSC,ok,42.0,16.0,1.0,4.0
1647639,UPST,ok,26.0,14.0,1.0,0.0
1649094,,short financials,,,,
1649096,,no v2,,,,
1649744,,no v2,,,,
1649749,FBK,ok,44.0,28.0,6.0,0.0
1649904,RYTM,ok,22.0,18.0,4.0,0.0
1649989,,no v2,,,,
1650132,FCPT,ok,50.0,28.0,2.0,0.0
1650164,TOST,ok,24.0,1.0,0.0,0.0
1650648,,no v2,,,,
1650664,,no v2,,,,
1650696,,no v2,,,,
1650729,SITE,ok,46.0,6.0,1.0,0.0
1651562,COUR,ok,26.0,21.0,6.0,0.0
1652130,NTLA,ok,37.0,28.0,6.0,0.0
1652535,,no v2,,,,
1652935,,no v2,,,,
1653087,,no v2,,,,
1653242,,no v2,,,,
1653477,NGVT,ok,45.0,28.0,2.0,0.0
1653558,,no v2,,,,
1653653,RRR,ok,46.0,28.0,3.0,0.0
1654795,,no v2,,,,
1655210,,no v2,,,,
1655759,,no v2,,,,
1657573,XMTR,ok,25.0,20.0,1.0,0.0
1657677,,short financials,,,,
1657853,HTZ,ok,46.0,17.0,2.0,0.0
1658247,CIK1658247,ok,26.0,27.0,6.0,0.0
1658551,,no v2,,,,
1658566,PR,ok,39.0,17.0,4.0,0.0
1660134,OKTA,ok,36.0,6.0,0.0,0.0
1660280,TENB,ok,38.0,28.0,5.0,0.0
1660334,,no v2,,,,
1661059,,no v2,,,,
1661181,,no v2,,,,
1661998,,no v2,,,,
1662579,,no v2,,,,
1662684,,no v2,,,,
1662991,SEZL,ok,25.0,8.0,1.0,0.0
1664703,BE,ok,38.0,25.0,6.0,0.0
1664710,,no v2,,,,
1665300,,no v2,,,,
1665918,USFD,ok,46.0,15.0,0.0,0.0
1665988,,no v2,,,,
1666071,,no v2,,,,
1666134,BL,ok,46.0,28.0,3.0,0.0
1666138,ATKR,ok,47.0,28.0,0.0,0.0
1666291,,no v2,,,,
1667011,,no v2,,,,
1668243,,no v2,,,,
1668397,MEDP,ok,44.0,28.0,1.0,0.0
1669162,KNSL,ok,46.0,28.0,1.0,0.0
1669779,CWH,ok,46.0,27.0,6.0,0.0
1669811,DFIN,ok,44.0,28.0,3.0,0.0
1670076,ULCC,ok,26.0,22.0,3.0,0.0
1670541,ADNT,ok,43.0,1.0,0.0,0.0
1670592,YETI,ok,38.0,28.0,3.0,0.0
1671858,SPRY,ok,14.0,14.0,2.0,0.0
1672013,GOLF,ok,46.0,28.0,2.0,0.0
1672619,,short financials,,,,
1672688,,no v2,,,,
1673743,,short financials,,,,
1673985,ASIX,ok,46.0,28.0,2.0,0.0
1674168,HGV,ok,42.0,26.0,3.0,0.0
1674335,JELD,ok,42.0,26.0,4.0,0.0
1674416,CRSP,ok,41.0,1.0,0.0,0.0
1674632,,no v2,,,,
1674862,ASH,ok,42.0,28.0,1.0,13.0
1674910,VVV,ok,43.0,28.0,1.0,0.0
1674930,,no v2,,,,
1675149,AA,ok,44.0,24.0,1.0,0.0
1675644,,no v2,,,,
1676238,BRZE,ok,24.0,14.0,4.0,0.0
1676725,IDYA,ok,19.0,24.0,7.0,0.0
1677576,IIPR,ok,38.0,28.0,6.0,0.0
1677703,CNDT,ok,44.0,28.0,1.0,0.0
1678660,,no v2,,,,
1679049,INSW,ok,46.0,1.0,0.0,0.0
1679268,,no v2,,,,
1679688,DBRG,ok,37.0,22.0,3.0,0.0
1680048,,no v2,,,,
1680062,ACMR,ok,40.0,17.0,2.0,0.0
1680247,PUMP,ok,38.0,27.0,4.0,0.0
1680367,,no v2,,,,
1680581,,no v2,,,,
1680873,HFFG,ok,36.0,27.0,6.0,0.0
1681087,,no v2,,,,
1681206,,no v2,,,,
1681459,FTI,ok,42.0,2.0,0.0,0.0
1681622,,no v2,,,,
1682745,VRRM,ok,36.0,27.0,4.0,0.0
1683553,,no v2,,,,
1683606,,no v2,,,,
1683695,,no v2,,,,
1685040,BHF,ok,37.0,28.0,1.0,0.0
1687187,,no v2,,,,
1687932,,no v2,,,,
1688568,DXC,ok,43.0,12.0,0.0,0.0
1688757,ESTA,ok,37.0,1.0,0.0,0.0
1689375,,no v2,,,,
1689548,,short financials,,,,
1689796,JBGS,ok,42.0,28.0,2.0,0.0
1690334,,no v2,,,,
1690585,,no v2,,,,
1690680,NMRK,ok,38.0,27.0,1.0,0.0
1690820,CVNA,ok,42.0,5.0,1.0,0.0
1691082,,short financials,,,,
1691303,HCC,ok,41.0,28.0,2.0,0.0
1691421,LMND,ok,29.0,18.0,4.0,0.0
1692063,SNDR,ok,42.0,9.0,0.0,0.0
1692115,SWX,ok,45.0,28.0,4.0,0.0
1692376,,short financials,,,,
1692415,,no v2,,,,
1692787,KNTK,ok,36.0,18.0,4.0,0.0
1693256,WTTR,ok,42.0,0.0,4.0,0.0
1693577,,no v2,,,,
1694028,LBRT,ok,38.0,27.0,5.0,0.0
1694426,DK,ok,42.0,28.0,3.0,0.0
1695295,,no v2,,,,
1696556,,short financials,,,,
1697500,SEI,ok,42.0,28.0,5.0,0.0
1697851,,no v2,,,,
1698514,,short financials,,,,
1698530,,no v2,,,,
1698990,MGY,ok,33.0,1.0,0.0,0.0
1698991,ACEL,ok,29.0,26.0,1.0,0.0
1699031,GRAL,ok,13.0,6.0,2.0,0.0
1699039,,no v2,,,,
1699136,WHD,ok,38.0,28.0,2.0,2.0
1699350,,short financials,,,,
1699382,,no v2,,,,
1699963,,short financials,,,,
1701108,,no v2,,,,
1701541,,no v2,,,,
1701758,,no v2,,,,
1702744,SMPL,ok,37.0,28.0,2.0,0.0
1702750,BY,ok,42.0,28.0,7.0,0.0
